id_avaliacao,id_colaborador,ciclo,competencia,nota,avaliador
520,1133,2024,Organização,3.7,Gerente Operações
521,1044,2023,Trabalho em equipe,4.4,Gestor TI
522,1096,2023,Entrega de resultados,3.6,Gestor RH
523,1022,2023,Comunicação,3.5,Gestor RH
524,1022,2024,Liderança,3.7,Gestor TI
525,1134,2023,Liderança,3.4,Gestor TI
526,1078,2023,Organização,4.4,Gestor Financeiro
527,1043,2024,Entrega de resultados,4.2,Gestor TI
528,1026,2023,Liderança,4.0,Gestor Financeiro
529,1025,2024,Organização,3.8,Gestor TI
530,1096,2024,Trabalho em equipe,4.8,Gestor TI
531,1035,2024,Organização,3.1,Gerente Operações
532,1108,2023,Organização,4.5,Gestor TI
533,1054,2024,Organização,4.8,Gestor TI
534,1068,2024,Comunicação,3.9,Gestor Financeiro
535,1060,2024,Organização,4.1,Gestor Financeiro
536,1129,2024,Organização,4.9,Gerente Operações
537,1054,2023,Comunicação,3.4,Gestor TI
538,1121,2024,Comunicação,4.0,Gestor TI
539,1096,2023,Trabalho em equipe,3.9,Gestor Financeiro
540,1079,2024,Entrega de resultados,3.5,Gestor RH
541,1086,2023,Liderança,4.6,Gestor RH
542,1037,2024,Liderança,4.8,Gestor RH
543,1118,2023,Organização,4.6,Gestor Financeiro
544,1077,2024,Trabalho em equipe,3.4,Gestor Financeiro
545,1034,2023,Organização,3.2,Gestor RH
546,1078,2023,Liderança,4.2,Gestor RH
547,1066,2023,Comunicação,3.1,Gestor TI
548,1086,2024,Entrega de resultados,4.3,Gestor Financeiro
549,1033,2023,Trabalho em equipe,4.1,Gestor Financeiro
550,1096,2023,Comunicação,4.3,Gestor RH
551,1070,2023,Entrega de resultados,4.2,Gestor RH
552,1002,2023,Trabalho em equipe,3.8,Gerente Operações
553,1057,2024,Trabalho em equipe,3.4,Gestor Financeiro
554,1031,2023,Liderança,3.6,Gerente Operações
555,1030,2023,Comunicação,4.0,Gestor TI
556,1081,2023,Trabalho em equipe,4.3,Gerente Operações
557,1042,2024,Trabalho em equipe,4.6,Gestor RH
558,1134,2023,Entrega de resultados,4.5,Gestor Financeiro
559,1104,2023,Liderança,4.9,Gestor Financeiro
560,1000,2023,Organização,3.6,Gerente Operações
561,1060,2023,Liderança,3.1,Gerente Operações
562,1013,2024,Organização,3.7,Gestor TI
563,1005,2023,Comunicação,4.5,Gestor TI
564,1102,2023,Comunicação,3.9,Gestor RH
565,1009,2024,Trabalho em equipe,4.6,Gestor RH
566,1070,2024,Comunicação,4.1,Gestor RH
567,1089,2024,Trabalho em equipe,4.9,Gerente Operações
568,1148,2023,Liderança,4.9,Gerente Operações
569,1125,2024,Comunicação,3.1,Gestor Financeiro
570,1096,2023,Liderança,3.9,Gestor RH
571,1073,2024,Liderança,4.2,Gerente Operações
572,1114,2023,Comunicação,3.5,Gestor Financeiro
573,1050,2024,Liderança,3.8,Gestor RH
574,1055,2023,Comunicação,4.4,Gestor TI
575,1040,2024,Comunicação,3.5,Gestor TI
576,1031,2023,Comunicação,4.2,Gerente Operações
577,1014,2023,Organização,4.4,Gestor Financeiro
578,1061,2023,Liderança,3.2,Gestor TI
579,1027,2023,Entrega de resultados,4.0,Gestor Financeiro
580,1063,2023,Comunicação,3.5,Gestor Financeiro
581,1129,2023,Liderança,4.4,Gestor TI
582,1126,2023,Trabalho em equipe,3.4,Gestor Financeiro
583,1035,2023,Comunicação,4.8,Gestor TI
584,1113,2024,Comunicação,3.9,Gerente Operações
585,1012,2023,Entrega de resultados,3.4,Gestor RH
586,1014,2023,Organização,3.9,Gestor RH
587,1088,2024,Organização,3.8,Gerente Operações
588,1021,2023,Comunicação,3.9,Gestor TI
589,1073,2024,Liderança,4.2,Gestor TI
590,1024,2023,Trabalho em equipe,4.0,Gestor TI
591,1100,2024,Trabalho em equipe,3.3,Gestor TI
592,1116,2024,Liderança,3.1,Gerente Operações
593,1040,2023,Comunicação,4.5,Gestor RH
594,1087,2024,Trabalho em equipe,4.1,Gestor Financeiro
595,1109,2023,Organização,3.7,Gestor Financeiro
596,1119,2023,Liderança,4.6,Gestor RH
597,1096,2023,Entrega de resultados,3.8,Gerente Operações
598,1144,2023,Comunicação,4.6,Gestor Financeiro
599,1056,2024,Liderança,3.6,Gestor RH
600,1129,2023,Trabalho em equipe,3.1,Gerente Operações
601,1095,2024,Comunicação,4.9,Gestor Financeiro
602,1120,2024,Organização,3.8,Gestor TI
603,1061,2023,Comunicação,4.6,Gestor TI
604,1136,2023,Comunicação,3.6,Gerente Operações
605,1067,2023,Organização,4.3,Gestor TI
606,1080,2023,Organização,4.7,Gerente Operações
607,1016,2024,Comunicação,3.1,Gestor RH
608,1116,2023,Organização,4.7,Gestor RH
609,1049,2024,Liderança,4.1,Gestor Financeiro
610,1111,2023,Organização,4.2,Gerente Operações
611,1093,2023,Organização,4.0,Gestor Financeiro
612,1084,2023,Comunicação,4.7,Gestor Financeiro
613,1148,2023,Liderança,3.1,Gestor RH
614,1145,2024,Entrega de resultados,3.5,Gestor Financeiro
615,1073,2024,Entrega de resultados,4.8,Gestor TI
616,1108,2023,Trabalho em equipe,4.5,Gestor Financeiro
617,1144,2024,Organização,3.0,Gerente Operações
618,1017,2024,Organização,4.0,Gestor TI
619,1041,2023,Liderança,4.1,Gestor RH
620,1100,2023,Entrega de resultados,3.8,Gerente Operações
621,1044,2024,Trabalho em equipe,3.6,Gestor TI
622,1081,2024,Liderança,4.4,Gerente Operações
623,1016,2024,Organização,3.4,Gestor TI
624,1072,2024,Entrega de resultados,4.6,Gerente Operações
625,1013,2023,Trabalho em equipe,4.6,Gerente Operações
626,1131,2023,Comunicação,3.8,Gestor TI
627,1081,2024,Entrega de resultados,3.6,Gestor RH
628,1147,2023,Trabalho em equipe,3.6,Gestor RH
629,1119,2024,Liderança,4.0,Gerente Operações
630,1119,2024,Comunicação,4.4,Gerente Operações
631,1046,2023,Trabalho em equipe,3.7,Gestor RH
632,1106,2024,Trabalho em equipe,4.2,Gestor RH
633,1107,2024,Organização,3.8,Gestor Financeiro
634,1008,2023,Entrega de resultados,3.6,Gestor RH
635,1078,2023,Organização,3.0,Gerente Operações
636,1014,2024,Comunicação,3.0,Gestor TI
637,1018,2024,Trabalho em equipe,3.5,Gestor RH
638,1089,2023,Organização,3.8,Gestor Financeiro
639,1025,2024,Entrega de resultados,4.7,Gestor Financeiro
640,1091,2024,Comunicação,4.6,Gestor Financeiro
641,1081,2023,Liderança,3.5,Gestor TI
642,1130,2023,Organização,3.5,Gestor RH
643,1041,2023,Comunicação,3.5,Gestor RH
644,1018,2023,Liderança,3.7,Gestor RH
645,1016,2023,Organização,4.0,Gestor TI
646,1075,2023,Comunicação,3.9,Gestor TI
647,1062,2024,Comunicação,3.4,Gerente Operações
648,1130,2024,Organização,3.3,Gestor Financeiro
649,1106,2023,Comunicação,3.0,Gestor Financeiro
650,1048,2023,Trabalho em equipe,3.3,Gestor RH
651,1054,2024,Organização,4.4,Gestor TI
652,1098,2024,Comunicação,3.5,Gestor TI
653,1051,2024,Liderança,3.9,Gestor RH
654,1099,2023,Liderança,4.2,Gestor RH
655,1116,2023,Trabalho em equipe,4.8,Gerente Operações
656,1117,2024,Organização,4.8,Gestor Financeiro
657,1006,2023,Comunicação,4.5,Gestor Financeiro
658,1045,2023,Comunicação,3.1,Gestor Financeiro
659,1045,2023,Liderança,4.2,Gerente Operações
660,1099,2024,Trabalho em equipe,4.6,Gestor RH
661,1143,2024,Liderança,3.0,Gestor RH
662,1053,2023,Liderança,4.1,Gestor Financeiro
663,1061,2023,Trabalho em equipe,4.7,Gestor Financeiro
664,1128,2023,Organização,3.9,Gerente Operações
665,1048,2023,Comunicação,3.0,Gestor TI
666,1024,2023,Organização,3.0,Gestor TI
667,1009,2024,Entrega de resultados,3.8,Gestor Financeiro
668,1117,2023,Entrega de resultados,3.3,Gerente Operações
669,1143,2023,Entrega de resultados,4.3,Gestor Financeiro
670,1091,2023,Trabalho em equipe,4.4,Gestor TI
671,1133,2024,Liderança,3.4,Gestor Financeiro
672,1143,2024,Organização,4.8,Gestor TI
673,1147,2023,Comunicação,3.9,Gestor TI
674,1079,2024,Entrega de resultados,3.3,Gestor TI
675,1070,2024,Organização,4.5,Gestor RH
676,1077,2024,Entrega de resultados,4.6,Gestor RH
677,1042,2024,Entrega de resultados,4.3,Gestor Financeiro
678,1089,2024,Comunicação,4.7,Gestor TI
679,1077,2024,Trabalho em equipe,4.5,Gestor RH
680,1025,2023,Liderança,4.8,Gestor Financeiro
681,1120,2024,Trabalho em equipe,3.9,Gestor Financeiro
682,1044,2024,Organização,4.5,Gestor Financeiro
683,1062,2023,Trabalho em equipe,5.0,Gestor Financeiro
684,1067,2023,Organização,4.4,Gestor Financeiro
685,1001,2023,Organização,3.2,Gerente Operações
686,1141,2023,Liderança,4.0,Gestor TI
687,1107,2024,Comunicação,4.2,Gestor Financeiro
688,1029,2024,Liderança,3.3,Gerente Operações
689,1048,2024,Trabalho em equipe,4.9,Gestor TI
690,1139,2024,Organização,3.4,Gestor RH
691,1043,2023,Entrega de resultados,3.4,Gestor Financeiro
692,1012,2024,Entrega de resultados,4.8,Gerente Operações
693,1077,2024,Organização,3.9,Gestor RH
694,1125,2023,Liderança,3.1,Gerente Operações
695,1097,2024,Comunicação,4.2,Gestor TI
696,1025,2024,Liderança,4.2,Gestor TI
697,1148,2024,Organização,3.1,Gestor RH
698,1047,2024,Organização,4.9,Gerente Operações
699,1065,2023,Comunicação,4.1,Gestor Financeiro
700,1086,2023,Trabalho em equipe,4.1,Gestor Financeiro
701,1078,2023,Trabalho em equipe,4.0,Gestor RH
702,1022,2023,Comunicação,4.2,Gestor RH
703,1080,2023,Trabalho em equipe,3.5,Gestor RH
704,1047,2024,Entrega de resultados,3.6,Gerente Operações
705,1123,2024,Trabalho em equipe,4.0,Gestor Financeiro
706,1129,2023,Trabalho em equipe,4.6,Gestor Financeiro
707,1083,2023,Trabalho em equipe,3.1,Gestor Financeiro
708,1019,2023,Entrega de resultados,4.2,Gestor RH
709,1045,2024,Trabalho em equipe,4.6,Gestor Financeiro
710,1130,2023,Entrega de resultados,3.3,Gestor TI
711,1011,2024,Comunicação,3.0,Gestor RH
712,1039,2024,Liderança,3.6,Gestor Financeiro
713,1065,2024,Comunicação,4.2,Gerente Operações
714,1099,2024,Liderança,3.3,Gestor RH
715,1077,2023,Comunicação,3.9,Gestor TI
716,1015,2024,Liderança,4.1,Gestor TI
717,1082,2024,Liderança,4.2,Gerente Operações
718,1043,2023,Organização,3.5,Gerente Operações
719,1133,2024,Liderança,3.8,Gestor RH
720,1099,2024,Liderança,4.6,Gestor RH
721,1021,2024,Organização,4.9,Gestor TI
722,1017,2023,Trabalho em equipe,4.7,Gerente Operações
723,1011,2024,Trabalho em equipe,4.1,Gestor RH
724,1122,2024,Organização,3.8,Gestor TI
725,1116,2023,Entrega de resultados,3.7,Gerente Operações
726,1050,2023,Liderança,3.2,Gestor TI
727,1070,2024,Liderança,3.2,Gestor Financeiro
728,1047,2024,Organização,4.4,Gerente Operações
729,1018,2023,Organização,3.5,Gestor RH
730,1005,2024,Entrega de resultados,3.5,Gestor RH
731,1083,2023,Trabalho em equipe,5.0,Gestor Financeiro
732,1052,2024,Comunicação,3.4,Gerente Operações
733,1106,2023,Trabalho em equipe,3.3,Gestor TI
734,1100,2024,Liderança,3.2,Gestor RH
735,1047,2023,Organização,4.2,Gestor Financeiro
736,1134,2023,Entrega de resultados,4.3,Gestor Financeiro
737,1068,2023,Trabalho em equipe,3.7,Gerente Operações
738,1010,2023,Entrega de resultados,4.1,Gerente Operações
739,1142,2023,Trabalho em equipe,4.6,Gestor RH
740,1130,2024,Liderança,4.6,Gestor Financeiro
741,1121,2024,Comunicação,4.9,Gestor TI
742,1068,2023,Entrega de resultados,4.6,Gestor Financeiro
743,1022,2024,Entrega de resultados,4.1,Gestor TI
744,1036,2024,Comunicação,3.4,Gestor TI
745,1008,2024,Entrega de resultados,3.2,Gestor RH
746,1014,2024,Entrega de resultados,3.1,Gestor Financeiro
747,1130,2024,Trabalho em equipe,4.3,Gestor TI
748,1092,2024,Trabalho em equipe,4.6,Gerente Operações
749,1016,2023,Comunicação,4.0,Gestor TI
750,1148,2024,Liderança,3.1,Gerente Operações
751,1071,2024,Entrega de resultados,4.1,Gerente Operações
752,1148,2024,Liderança,4.9,Gestor Financeiro
753,1120,2023,Comunicação,4.2,Gerente Operações
754,1010,2024,Comunicação,4.6,Gestor TI
755,1071,2024,Trabalho em equipe,4.6,Gerente Operações
756,1105,2024,Entrega de resultados,4.9,Gestor Financeiro
757,1124,2023,Organização,4.5,Gestor RH
758,1034,2024,Comunicação,4.5,Gestor TI
759,1118,2023,Entrega de resultados,3.5,Gestor TI
760,1013,2024,Liderança,3.1,Gestor Financeiro
761,1013,2023,Trabalho em equipe,4.0,Gestor Financeiro
762,1009,2023,Liderança,3.2,Gestor Financeiro
763,1139,2023,Comunicação,4.9,Gestor Financeiro
764,1037,2024,Comunicação,3.6,Gestor TI
765,1107,2023,Liderança,4.7,Gestor RH
766,1118,2023,Comunicação,3.8,Gerente Operações
767,1033,2023,Entrega de resultados,3.6,Gerente Operações
768,1009,2023,Comunicação,4.9,Gestor RH
769,1121,2024,Trabalho em equipe,3.7,Gestor RH
770,1144,2024,Entrega de resultados,3.8,Gestor RH
771,1144,2024,Organização,3.2,Gestor Financeiro
772,1114,2024,Comunicação,4.3,Gestor TI
773,1000,2023,Comunicação,3.6,Gestor TI
774,1011,2024,Trabalho em equipe,4.2,Gestor TI
775,1102,2023,Trabalho em equipe,4.2,Gestor Financeiro
776,1003,2024,Liderança,4.4,Gestor TI
777,1140,2024,Liderança,4.5,Gestor Financeiro
778,1097,2024,Liderança,4.0,Gestor TI
779,1105,2023,Trabalho em equipe,3.7,Gestor RH
780,1084,2024,Liderança,4.7,Gerente Operações
781,1120,2024,Liderança,3.6,Gerente Operações
782,1131,2024,Organização,4.0,Gestor Financeiro
783,1081,2023,Liderança,3.8,Gestor TI
784,1018,2024,Comunicação,4.7,Gerente Operações
785,1129,2024,Trabalho em equipe,3.9,Gestor RH
786,1011,2023,Entrega de resultados,3.8,Gestor RH
787,1080,2023,Organização,4.4,Gestor RH
788,1073,2024,Trabalho em equipe,4.2,Gestor Financeiro
789,1097,2024,Trabalho em equipe,3.2,Gestor Financeiro
790,1005,2024,Comunicação,4.0,Gestor TI
791,1135,2023,Liderança,4.5,Gestor RH
792,1124,2023,Comunicação,5.0,Gestor TI
793,1050,2023,Liderança,4.3,Gestor TI
794,1010,2024,Liderança,3.7,Gestor RH
795,1126,2023,Trabalho em equipe,3.5,Gestor TI
796,1139,2024,Liderança,4.7,Gerente Operações
797,1072,2023,Organização,4.6,Gestor Financeiro
798,1001,2023,Organização,3.5,Gestor TI
799,1007,2023,Organização,3.4,Gestor RH
800,1138,2024,Trabalho em equipe,4.4,Gestor Financeiro
